Chr	Start	End	DSBType	Size	Sum_H3K36me3	Mean_H3K36me3	Sum_H3K27me3	Mean_H3K27me3	Sum_H3K4me3	Mean_H3K4me3	Sum_CTCF	Mean_CTCF	Sum_DNaseIHSS1	Mean_DNaseIHSS1	Sum_DNaseIHSS2	Mean_DNaseIHSS2
chr1	27731244	27732667	1	1423	3581.03	2.51653	219.983	0.154591	100.999	0.070976	2286.1	1.64231	119.583	0.084036	103.907	0.0730199
chr1	28833003	28833944	1	941	3463.85	3.68103	278.324	0.295775	73030.5	77.6094	1547.3	1.64431	489.576	0.520272	276.271	0.293593
chr1	28834476	28835462	1	986	4189.34	4.24882	324.971	0.329585	45741.2	46.3906	1503.4	1.52475	118.569	0.120253	139.551	0.141532
chr1	28907039	28908107	1	1068	2390.02	2.23785	250.422	0.234477	55376	51.8502	10141.3	9.4956	622.977	0.583312	334.749	0.313435
chr1	30246765	30247304	1	539	28.6981	0.0532433	191.254	0.35483	28.952	0.0537143	0	0	0	0	0	0
chr1	31127942	31128672	1	730	322.2	0.44137	120.872	0.165578	29.0768	0.0398313	242.7	0.332466	8.71832	0.0119429	0	0
chr1	31205082	31208027	1	2945	15022.4	5.10098	664.03	0.225477	1127.01	0.382687	4412.1	1.49817	783.671	0.266102	431.316	0.146457
chr1	31208495	31209645	1	1150	6224.4	5.41253	344.489	0.299556	262.655	0.228395	1039.4	0.903826	78.5743	0.0683255	52.2895	0.0454691
chr1	31967610	31968179	1	569	0	0	40.8224	0.071744	0	0	0	0	0	0	0	0
chr1	32795292	32798155	1	2863	13602.9	4.75128	817.705	0.285611	420.028	0.146709	3254.5	1.13674	216.915	0.0757648	226.428	0.0790876
chr1	32798458	32801074	1	2616	8803.71	3.36533	1150.87	0.439935	50966.7	19.4827	24711.9	9.44644	1373.29	0.524959	775.468	0.296433
chr1	35654561	35657032	1	2471	15348.3	6.21139	1517.69	0.614201	54659.9	22.1206	4181	1.69203	128.834	0.0521385	178.024	0.0720454
chr1	36868833	36869902	1	1069	105.738	0.0989129	182.307	0.17054	0	0	662.4	0.619645	9.04663	0.0084627	0	0
chr1	37946053	37949749	1	3696	25836.8	6.99048	1150.59	0.311307	2048.74	0.554313	2804.6	0.75882	553.479	0.149751	396.249	0.10721
chr1	40426988	40427433	1	445	314.023	0.70567	0	0	9.60746	0.0215898	0	0	9.7397	0.021887	21.7793	0.0489422
chr1	40889953	40891320	1	1367	3386.17	2.47708	530.527	0.388096	10.8283	0.00792123	261.1	0.191002	67.463	0.0493512	47.1085	0.0344612
chr1	42010300	42011580	1	1280	705.292	0.551009	188.032	0.1469	273.862	0.213954	76.6	0.0598438	25.0606	0.0195786	4.55734	0.00356042
chr1	43166382	43167656	1	1274	2890.77	2.26905	80.6835	0.0633308	40.6368	0.031897	635.4	0.509543	30.7148	0.0241089	65.9136	0.0517375
chr1	43916305	43918231	1	1926	9016.19	4.6813	585.874	0.304192	330.556	0.171628	2147	1.11475	261.477	0.135762	194.095	0.100776
chr1	45103977	45106077	1	2100	10543.7	5.02079	877.807	0.418003	521.192	0.248187	1829.3	0.88159	58.7155	0.0279598	88.0766	0.0419412
chr1	45260472	45262443	1	1971	246.699	0.125164	118.892	0.0603209	19.1563	0.00971909	856.7	0.572278	38.0542	0.0193071	70.8067	0.0359242
chr1	45266060	45266890	1	830	567.941	0.684266	112.223	0.135208	39599	47.7096	2231.6	2.68867	1433.6	1.72723	738.769	0.890083
chr1	46085141	46087383	1	2242	11887.7	5.30226	826.643	0.368708	483.457	0.215637	1679.5	0.749108	310.635	0.138553	170.301	0.0759593
chr1	47587425	47587987	1	562	0	0	0	0	0	0	0	0	1.16731	0.00207706	0	0
chr1	48948615	48949900	1	1285	0	0	91.0539	0.0708591	29.5546	0.0229997	223.2	0.301215	4.99753	0.00388913	0	0
chr1	50413475	50414511	1	1036	0	0	84.2154	0.081289	0	0	51.3	0.0495174	1.16731	0.00112674	15.8308	0.0152807
chr1	50439072	50439587	1	515	176.536	0.342789	9.9077	0.0192383	76.518	0.148579	135.3	0.262718	9.94399	0.0193087	7.67552	0.0149039
chr1	52819002	52819839	1	837	5654.12	6.75522	291.076	0.347761	286.493	0.342286	397.9	0.475388	39.2215	0.0468596	14.3916	0.0171943
chr1	55322722	55324065	1	1343	6495.01	4.83619	674.535	0.50226	388.53	0.2893	206.8	0.153984	62.9106	0.0468433	71.958	0.0535801
chr1	58071941	58072594	1	653	134.193	0.205502	322.463	0.493818	5.31024	0.00813207	133.1	0.203828	8.79128	0.0134629	35.6912	0.0546572
chr1	65814431	65814976	1	545	312.617	0.573609	6.93539	0.0127255	0	0	0	0	4.61815	0.00847367	2.59049	0.00475319
chr1	67171739	67172397	1	658	62.9281	0.0956354	168.358	0.255863	96.9576	0.147352	368.6	0.560182	12.6945	0.0192925	45.5734	0.0692605
chr1	68175242	68176220	1	978	266.471	0.272465	755.669	0.772668	336.599	0.344171	1321.7	1.7506	18.2975	0.0187091	22.9306	0.0234464
chr1	69844146	69844756	1	610	105.738	0.173341	32.6954	0.053599	15.3036	0.0250879	58.4	0.0957377	6.63905	0.0108837	15.3511	0.0251657
chr1	70381495	70382236	1	741	243.409	0.328487	383.246	0.517201	144.229	0.194641	152.3	0.205533	7.66045	0.010338	48.02	0.0648043
chr1	74520261	74520959	1	698	164.583	0.235793	114.242	0.163671	49.6415	0.0711197	1125.4	1.61232	2.72858	0.00390914	14.3916	0.0206183
chr1	75275745	75276837	1	1092	274.551	0.25142	229.863	0.210498	0	0	93.7	0.0858059	13.9785	0.0128008	37.2263	0.03409
chr1	78792829	78793662	1	833	105.738	0.126936	475.107	0.570356	110.951	0.133195	410.1	0.492317	4.33362	0.00520243	13.4322	0.016125
chr1	79782978	79784395	1	1417	211.476	0.149242	162.402	0.11461	247.95	0.174982	86.7	0.0611856	8.49215	0.00599305	0	0
chr1	85517421	85517946	1	525	41.8095	0.0796371	35.1329	0.0669199	71.0551	0.135343	0	0	5.45715	0.0103946	7.67552	0.01462
chr1	85895113	85895995	1	882	200.017	0.226777	0	0	0	0	637.3	1.30327	4.23149	0.0047976	6.71608	0.0076146
chr1	86002399	86003036	1	637	198.146	0.311061	388.3	0.609576	76.037	0.119367	298	0.467818	4.12934	0.00648249	18.7571	0.0294459
chr1	91505752	91506319	1	567	422.954	0.74595	97.0955	0.171244	0	0	247	0.435626	2.6848	0.0047351	6.71608	0.0118449
chr1	97359695	97360179	1	484	190.715	0.394039	125.806	0.259929	130.504	0.269636	0	0	2.48052	0.00512505	5.27692	0.0109027
chr1	97788642	97789378	1	736	57.8019	0.0785352	156.48	0.212609	0	0	47.2	0.0641304	7.68233	0.010438	7.33972	0.00997244
chr1	103048338	103049438	1	1100	161.143	0.146494	230.735	0.209759	259.422	0.235838	154.4	0.140364	16.8822	0.0153474	28.1596	0.0255996
chr1	103239547	103240142	1	595	0	0	48.4929	0.0815007	8.31222	0.0139701	74.2	0.124706	3.12984	0.00526024	5.46881	0.00919128
chr1	105617403	105618170	1	767	106.178	0.138433	70.2914	0.0916446	266.693	0.347709	284	0.370274	3.17361	0.0041377	27.8238	0.0362761
chr1	106137720	106138501	1	781	112.759	0.144377	40.5861	0.0519668	162.25	0.207746	0	0	5.8803	0.0075292	7.67552	0.00982781
chr1	106302149	106303351	1	1202	279.778	0.232761	75.76	0.0630283	74.9876	0.0623857	94.6	0.0787022	7.44158	0.006191	14.3916	0.011973
chr1	106503698	106504217	1	519	0	0	37.6193	0.0724842	86.7981	0.167241	0	0	1.30592	0.00251623	45.4295	0.0875327
chr1	107346189	107346802	1	613	185.143	0.302027	352.461	0.574977	0	0	229.8	0.374878	12.2348	0.019959	35.4993	0.0579107
chr1	107631122	107631915	1	793	164.906	0.207952	444.044	0.559954	27.5465	0.034737	127.1	0.160277	7.80636	0.00984408	7.67552	0.00967909
chr1	107839060	107839835	1	775	345.56	0.445884	203.655	0.262781	0	0	231.7	0.298968	4.96105	0.00640135	6.71608	0.00866591
chr1	109093017	109093738	1	721	208.49	0.289168	0	0	0.69264	0.000960666	410.2	0.568932	26.1185	0.0362254	16.5983	0.0230212
chr1	109242456	109244493	1	2037	5878.43	2.88583	574.847	0.282203	387.717	0.190337	1595.9	0.783456	36.2959	0.0178183	63.3231	0.0310864
chr1	111733082	111735241	1	2159	9343.57	4.32773	789.877	0.365853	766.242	0.354906	836.5	0.387448	175.891	0.0814689	199.18	0.0922556
chr1	112044402	112045302	1	900	243.98	0.271088	68.5515	0.0761683	0	0	458	0.508889	12.0743	0.0134159	30.846	0.0342733
chr1	118594006	118595006	1	1000	215.725	0.215725	0	0	0	0	60.5	0.0605	5.13615	0.00513615	19.2368	0.0192368
chr1	118929690	118930265	1	575	59.7649	0.103939	221.915	0.385939	25.3984	0.0441712	0	0	5.61766	0.00976984	13.4322	0.0233603
chr1	119737365	119738072	1	707	0	0	0	0	0	0	482.5	0.682461	12.658	0.0179038	7.67552	0.0108565
chr1	121362562	121363446	1	884	0	0	0	0	0	0	502.9	1.08618	11.3812	0.0128747	0	0
chr1	121365201	121366296	1	1095	0	0	0	0	0	0	241.6	0.752648	6.36182	0.00580988	7.67552	0.00700961
chr1	121394551	121396070	1	1519	0	0	0	0	0	0	0	0	0	0	2.15874	0.00142116
chr1	121398609	121399548	1	939	0	0	0	0	0	0	0	0	0.817113	0.000870195	0	0
chr1	121399874	121401943	1	2069	0	0	0	0	0	0	0	0	0	0	0	0
chr1	121403855	121405497	1	1642	0	0	0	0	0	0	3	1.5	0.65661	0.000399884	0	0
chr1	121430225	121431076	1	851	0	0	0	0	0	0	0	0	0	0	0	0
chr1	121441491	121442448	1	957	0	0	0	0	0	0	0	0	0.313714	0.00032781	0	0
chr1	121444672	121446473	1	1801	0	0	0	0	0	0	0	0	2.1887	0.00121527	6.71608	0.00372908
chr1	121467540	121468733	1	1193	0	0	0	0	0	0	0	0	0	0	0	0
chr1	121478467	121479501	1	1034	0	0	61.8593	0.0598252	161.522	0.15621	17560.9	28.3698	26.5563	0.025683	292.534	0.282914
chr1	121484029	121485504	1	1475	703.445	0.476912	747.719	0.506928	641.37	0.434827	3.46E+06	2421.95	119910	81.2949	144457	97.9368
chr1	142714594	142715195	1	601	0	0	0	0	0	0	0	0	0	0	0	0
chr1	144612716	144613338	1	622	422.954	0.67999	0	0	0	0	0	0	4.3774	0.00703762	23.0266	0.0370202
chr1	144860560	144861081	1	521	211.477	0.405906	16.842	0.0323263	0	0	686.3	1.43577	8.64537	0.0165938	3.11818	0.00598499
chr1	148681928	148682464	1	536	0	0	0	0	0	0	71.4	0.415116	2.1814	0.00406978	6.71608	0.01253
chr1	149033228	149035789	1	2561	1171.9	0.457593	315.561	0.123218	465.7	0.181843	20178.3	7.87907	100.016	0.0390536	99.0143	0.0386623
chr1	150937045	150938969	1	1924	8740.19	4.54272	698.328	0.362956	328.844	0.170917	511.7	0.265956	49.7273	0.0258458	68.3122	0.0355053
chr1	151260230	151261607	1	1377	6736.45	4.89212	400.073	0.290539	337.835	0.245341	724.5	0.526144	296	0.21496	187.762	0.136356
chr1	151262109	151265958	1	3849	26644.4	6.92243	1485.48	0.38594	1021.1	0.265289	4768.3	1.23884	756.612	0.196574	593.893	0.154298
chr1	151316349	151317023	1	674	5081.78	7.53973	260.136	0.385959	1706.49	2.53188	126.3	0.187389	45.7001	0.0678043	34.6358	0.0513884
chr1	153614722	153618528	1	3806	17647.4	4.63674	1448.41	0.380558	489.888	0.128715	2137.2	0.561534	158.447	0.0416309	200.811	0.0527617
chr1	153744912	153746100	1	1188	7656.08	6.44451	110.949	0.0933912	319.751	0.269151	1629.2	1.37138	89.9337	0.0757018	62.6515	0.0527369
chr1	153916383	153917139	1	756	2879.3	3.8086	463.084	0.612545	6650.11	8.79644	259.5	0.343254	101.702	0.134526	92.9698	0.122976
chr1	153963272	153964706	1	1434	4221	2.94351	316.893	0.220985	80054.1	55.8258	742.5	0.517782	1310.53	0.913897	747.884	0.521537
chr1	154548396	154553197	1	4801	18045.1	3.75861	1554.29	0.323743	711.011	0.148096	3257.5	0.678504	650.401	0.135472	491.809	0.102439
chr1	154686434	154687134	1	700	3327.58	4.75368	303.964	0.434234	66.0987	0.0944267	1841.4	2.63057	76.6556	0.109508	72.8215	0.104031
chr1	156218297	156218816	1	519	773.301	1.48998	0.49483	0.00095343	203.309	0.391732	0	0	48.611	0.0936629	65.3379	0.125892
chr1	157005383	157006074	1	691	65.611	0.0949507	0	0	0	0	259.1	0.374964	6.36912	0.00921725	11.0815	0.0160369
chr1	157315871	157316575	1	704	0	0	714.384	1.01475	0	0	319.9	0.454403	1.45913	0.00207263	2.3986	0.0034071
chr1	160181345	160187266	1	5921	30036.1	5.07281	2504.94	0.42306	1365.5	0.23062	4911.3	0.829471	208.423	0.0352006	274.4	0.0463435
chr1	163684338	163685113	1	775	105.738	0.136436	231.744	0.299024	0	0	359.6	0.464	16.3058	0.0210398	28.7832	0.0371396
chr1	171064635	171066071	1	1436	105.738	0.0736336	118.892	0.0827941	0	0	164.5	0.117668	7.36862	0.00513135	7.67552	0.00534507
chr1	172663035	172664305	1	1270	182.235	0.143492	545.868	0.429817	55.8581	0.0439828	407.3	0.418602	11.1624	0.00878927	5.27692	0.00415506
chr1	173490547	173491012	1	465	90.8076	0.195285	508.636	1.09384	137.286	0.295239	123.1	0.264731	9.92211	0.0213379	14.3916	0.0309497
chr1	174995291	174996554	1	1263	207.021	0.163912	230.314	0.182354	77.064	0.0610166	209.5	0.165875	11.1259	0.00880909	16.7422	0.0132559
chr1	175200157	175201084	1	927	211.476	0.228129	68.3631	0.0737466	0	0	0	0	16.1015	0.0173695	87.0212	0.093874
chr1	175978229	175979324	1	1095	1047.76	0.956859	159.857	0.145988	33.4204	0.0305209	428.9	0.391689	15.4814	0.0141383	65.2419	0.0595817
chr1	178131051	178131923	1	872	0	0	118.892	0.136344	0	0	430.4	0.493578	9.54273	0.0109435	7.67552	0.0088022
chr1	180107638	180108490	1	852	355.844	0.417657	425.162	0.499016	135.655	0.159219	687.9	0.807394	12.2275	0.0143516	28.7832	0.0337831
chr1	182689802	182690338	1	536	194.142	0.362206	229.096	0.427418	139.934	0.261071	0	0	3.10795	0.00579841	17.4138	0.0324885
chr1	183222102	183222655	1	553	93.9309	0.169857	222.682	0.40268	79.3816	0.143547	154.2	0.278843	13.9493	0.0252248	17.4138	0.0314898
chr1	185694876	185695394	1	518	99.3002	0.191699	212.322	0.409889	0	0	415.5	0.802124	4.15123	0.00801395	0	0
chr1	185974022	185974766	1	744	0	0	212.954	0.286228	19.1295	0.0257117	0	0	4.76407	0.00640332	12.9524	0.0174092
chr1	186826040	186826910	1	870	285.922	0.328646	162.912	0.187256	32.1376	0.0369397	340.9	0.391839	14.1171	0.0162266	17.5098	0.0201262
chr1	187729871	187730486	1	615	0	0	0	0	72.6921	0.118199	15.5	0.0252033	3.31953	0.0053976	14.3916	0.023401
chr1	191545628	191546408	1	780	0	0	108.875	0.139583	60.3093	0.0773196	7.1	0.00910256	5.64684	0.00723954	13.1443	0.0168517
chr1	191617933	191618736	1	803	41.6489	0.0518666	321.495	0.400367	110.951	0.138171	29.1	0.0362391	12.2421	0.0152455	57.5664	0.0716892
chr1	192191768	192192633	1	865	105.738	0.12224	83.1414	0.0961173	123.194	0.142421	44	0.0582781	5.48634	0.00634259	18.0375	0.0208526
chr1	192747751	192748147	1	396	0	0	68.3065	0.172491	0	0	0	0	0.642018	0.00162126	14.3916	0.0363424
chr1	195540603	195541278	1	675	0	0	0	0	0	0	0	0	2.33461	0.00345868	0	0
chr1	195959504	195960275	1	771	114.826	0.148931	0	0	61.9338	0.0803291	69.9	0.0906615	9.88562	0.0128218	10.0741	0.0130663
chr1	197421901	197423394	1	1493	132.607	0.088819	435.896	0.29196	256.121	0.171548	740.1	0.495713	16.4663	0.011029	24.1779	0.0161942
chr1	198810721	198811468	1	747	51.6342	0.0691221	144.617	0.193597	88.0218	0.117834	375.9	0.634966	3.34141	0.00447311	11.7052	0.0156696
chr1	199447548	199448268	1	720	20.2446	0.0281175	16.8242	0.023367	115.541	0.160473	554.1	0.769583	5.46445	0.00758951	0	0
chr1	201850728	201851200	1	472	339.451	0.719175	67.9289	0.143917	31.125	0.0659429	411.2	0.871186	20.8875	0.0442532	21.7793	0.0461426
chr1	202593586	202594755	1	1169	400.682	0.342756	637.434	0.545282	74.9613	0.0641243	16021.8	13.7056	193.474	0.165504	118.491	0.101361
chr1	203276889	203277731	1	842	4282.13	5.08567	252.729	0.300153	23100.8	27.4356	2035.6	2.41758	51.3761	0.0610167	22.4509	0.0266638
chr1	203278253	203279582	1	1329	3786.33	2.849	250.979	0.188848	4012.91	3.01949	2814.3	2.11761	121.918	0.0917366	216.833	0.163155
chr1	204164300	204164857	1	557	310.641	0.557704	534.774	0.960097	173.835	0.312091	555.3	0.996948	4.07828	0.00732186	7.67552	0.0137801
chr1	206321087	206321881	1	794	23.2981	0.0293427	653.615	0.823193	0	0	384.3	0.484005	4.14394	0.00521906	9.40251	0.011842
chr1	206757553	206758671	1	1118	7517.5	6.72406	214.373	0.191747	108.244	0.0968197	2333.8	2.08748	108.997	0.0974931	52.6733	0.0471138
chr1	206758858	206759642	1	784	3448.43	4.3985	165.363	0.210923	83.3614	0.106328	501.8	0.640051	31.5684	0.0402658	13.624	0.0173776
chr1	209420557	209421119	1	562	0	0	0	0	18.6027	0.0331009	180	0.320285	7.07679	0.0125921	21.2036	0.0377289
chr1	209940226	209941579	1	1353	3489.07	2.57876	319.158	0.235889	4386.97	3.2424	1159.6	0.857058	64.4937	0.0476672	108.417	0.0801306
chr1	209942198	209945843	1	3645	6632.84	1.81971	1623.91	0.445518	52380	14.3704	5257.8	1.50438	584.062	0.160236	502.603	0.137888
chr1	209948774	209950837	1	2063	12100.6	5.86555	595.571	0.288692	558.221	0.270587	1539.8	0.746389	98.0391	0.0475226	83.0875	0.0402751
chr1	209951215	209953048	1	1833	8883.3	4.84632	409.278	0.223283	529.994	0.28914	1141.5	0.62275	41.7239	0.0227626	48.9314	0.0266947
chr1	217397609	217398139	1	530	221.488	0.417902	114.001	0.215096	129.398	0.244147	193.8	0.36566	6.30346	0.0118933	13.4322	0.0253437
chr1	223109682	223110804	1	1122	157.228	0.140132	155.055	0.138195	0	0	427.1	0.38066	8.70373	0.00775733	20.1003	0.0179147
chr1	224124555	224125893	1	1338	0	0	0	0	0	0	0	0	2.1887	0.0016358	15.351	0.0114731
chr1	227029487	227030049	1	562	23.906	0.0425373	433.98	0.772206	60.4492	0.107561	643.1	1.14431	4.99023	0.00887942	20.4361	0.0363631
chr1	228683195	228684364	1	1169	4452.18	3.80854	345.095	0.295206	554.723	0.474528	703.9	0.602139	29.759	0.0254568	39.8168	0.0340605
chr1	228742938	228783048	1	40110	600.07	0.0149606	1831.56	0.0456633	14570.8	0.363271	3687.8	1.68855	1142.28	0.0284787	945.816	0.0235806
chr1	234693370	234693872	1	502	99.1726	0.197555	278.836	0.55545	74.4848	0.148376	356.4	0.70996	8.60159	0.0171346	0	0
chr1	234742571	234744300	1	1729	9583.92	5.54304	780.634	0.451494	90255.3	52.2009	9975	5.76923	1249.69	0.722782	1115.92	0.645416
chr1	235702323	235705274	1	2951	280.638	0.0950991	2902.62	0.983605	424.084	0.143708	1869.7	0.633582	44.5692	0.0151031	178.456	0.060473
chr1	236312979	236313705	1	726	2432.52	3.35058	279.663	0.385211	1889	2.60193	748.4	1.03085	68.9441	0.0949643	45.9572	0.0633019
chr1	236876978	236878296	1	1318	20.2281	0.0153476	68.3668	0.0518716	0	0	0	0	0	0	0	0
chr1	237615346	237616177	1	831	0	0	221.91	0.26704	22.2573	0.0267837	472.2	0.568231	7.81366	0.00940271	10.1221	0.0121806
chr1	238105373	238106009	1	636	34.9395	0.0549363	56.4683	0.0887867	91.8216	0.144374	262.6	0.412893	168.005	0.264158	700.967	1.10215
chr1	239895477	239896241	1	764	105.738	0.1384	0	0	0	0	70.9	0.259707	1.5175	0.00198626	0	0
chr1	240246092	240246750	1	658	122.156	0.185648	153.532	0.233331	8.31222	0.0126326	184.8	0.280851	6.69013	0.0101674	28.3035	0.0430144
chr1	241934849	241935267	1	418	105.738	0.252961	118.892	0.284432	0	0	210.1	0.502632	9.51355	0.0227597	0	0
chr1	242858102	242858982	1	880	214.487	0.243735	352.73	0.400829	0	0	303.2	0.344545	10.2942	0.0116979	0	0
chr10	701764	702501	1	737	80.0182	0.108573	422.695	0.573535	91.7313	0.124466	337.8	0.458345	6.26698	0.00850336	11.5613	0.0156869
chr10	2434453	2434841	1	388	215.784	0.556144	446.448	1.15064	37.2599	0.0960308	22.2	0.0572165	34.8149	0.0897292	17.078	0.0440155
chr10	3459753	3460049	1	296	101.341	0.342369	190.75	0.644426	108.855	0.367752	0	0	0.846298	0.00285911	6.71608	0.0226895
chr10	4956772	4957728	1	956	0	0	334.388	0.349778	0	0	32.8	0.0343096	9.30926	0.00973772	14.3916	0.015054
chr10	5411825	5413289	1	1464	249.313	0.170296	391.892	0.267686	85.1653	0.058173	1117	0.762978	13.5116	0.00922922	26.0968	0.0178257
chr10	7606608	7607855	1	1247	278.024	0.222954	647.555	0.51929	128.73	0.103232	284.6	0.228228	25.5932	0.0205238	48.4517	0.0388546
chr10	10234781	10235950	1	1169	111.431	0.0953215	166.561	0.142482	0	0	112	0.0958084	15.2042	0.0130061	33.1007	0.0283154
chr10	13680435	13682073	1	1638	4533.53	2.76772	1067.36	0.651624	378.379	0.231001	2437.3	1.48797	45.6125	0.0278465	37.4182	0.0228438
chr10	13685033	13686335	1	1302	2976.48	2.28608	145.272	0.111576	88.101	0.0676659	511.7	0.393011	52.0181	0.0399525	43.1748	0.0331604
chr10	14087464	14088243	1	779	1.3203	0.00169487	158.887	0.203963	0	0	65.4	0.0839538	10.0242	0.0128681	6.71608	0.00862141
chr10	16943519	16944589	1	1070	423.516	0.39581	333.523	0.311704	0	0	432.4	0.404112	15.6273	0.014605	1.24727	0.00116567
chr10	17085959	17086486	1	527	59.0685	0.112084	296.743	0.56308	26.7806	0.0508171	158	0.29981	9.33116	0.0177062	6.71608	0.012744
chr10	18486707	18487249	1	542	10.1223	0.0186758	377.979	0.697378	85.6893	0.158098	0	0	4.40658	0.00813022	7.67552	0.0141615
chr10	18843331	18844870	1	1539	2853.3	1.85399	766.828	0.498264	568.512	0.369404	1865.8	1.21235	6.27427	0.00407685	7.67552	0.00498734
chr10	18849254	18849887	1	633	717.798	1.13396	237.785	0.375647	157.552	0.248898	241.8	0.381991	1.02139	0.00161358	0	0
chr10	18854612	18855898	1	1286	524.86	0.408134	46.7607	0.0363613	0	0	700.7	0.544868	4.27526	0.00332446	0	0
chr10	18856212	18862104	1	5892	2093.11	0.355246	2178.64	0.369763	1100.8	0.186829	2989.2	0.507332	22.6166	0.00383852	14.3916	0.00244257
chr10	20315611	20316256	1	645	156.671	0.2429	70.1118	0.108701	0	0	331.1	0.663527	3.07877	0.00477329	0	0
chr10	20834672	20835537	1	865	60.6844	0.0701553	16.8431	0.0194718	110.951	0.128267	0	0	6.44936	0.00745591	7.67552	0.00887343
chr10	21350049	21350557	1	508	21.7599	0.0428344	228.298	0.449405	34.3458	0.0676099	0	0	4.0272	0.00792756	27.8238	0.0547712
chr10	21928908	21929432	1	524	424.553	0.810216	0	0	13.0081	0.0248245	557.6	1.06412	8.55052	0.0163178	0	0
chr10	22952697	22953331	1	634	281.609	0.444178	115.061	0.181484	103.688	0.163546	492.7	0.919216	4.90269	0.00773294	0	0
chr10	25429405	25430024	1	619	211.476	0.341642	29.6898	0.0479641	110.951	0.179242	197.7	0.319386	3.50192	0.00565738	6.71608	0.0108499
chr10	25977182	25978053	1	871	255.659	0.293524	486.244	0.558259	0	0	66.5	0.076349	12.1181	0.0139129	0	0
chr10	27990213	27990873	1	660	46.5362	0.0705094	79.0954	0.119842	98.2534	0.148869	455.8	0.690606	12.782	0.0193667	0	0
chr10	30077824	30078388	1	564	0	0	356.705	0.632456	0	0	375	0.664894	3.3633	0.0059633	20.1483	0.0357238
