"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21"
"74" "1" "968" "0" "0" "96.1047" "0.0992817" "0" "0" "0" "0" "0.379375" "0.000391916" "3.45398" "0.00356817" "90903" "1388" "22689" "803" "41272" "350148" "52024"
"75" "1" "292" "0" "0" "194.46" "0.665959" "43.0165" "0.147317" "0" "0" "1.69259" "0.00579655" "0" "0" "14609" "3523" "239021" "6259" "80849" "205480" "225863"
"76" "1" "394" "0" "0" "228.155" "0.579074" "0" "0" "21.3" "0.0540609" "4.58897" "0.0116471" "1.00741" "0.00255688" "20407" "17470" "56890" "23926" "73603" "327479" "46151"
"77" "1" "754" "317.215" "0.420709" "237.808" "0.315396" "0" "0" "195.5" "0.259284" "9.00284" "0.0119401" "59.4853" "0.0788929" "91398" "1239" "22737" "22757" "337956" "370888" "310504"
"78" "1" "713" "516.554" "0.72448" "46.514" "0.0652371" "0" "0" "12.1" "0.0183333" "17.9109" "0.0251204" "15.8787" "0.0222703" "2655" "5552" "41159" "25930" "40870" "166288" "8907"
"79" "1" "512" "0" "0" "141.295" "0.275967" "0" "0" "0" "0" "0.124026" "0.000242239" "3.5979" "0.00702715" "32029" "17214" "31754" "27460" "31300" "3600" "40789"
"80" "1" "708" "285.029" "0.402583" "0" "0" "0" "0" "232.8" "0.328814" "11.1186" "0.0157042" "0" "0" "0" "0" "13054" "13115" "47829" "705565" "98883"
"81" "1" "700" "211.476" "0.302109" "98.0862" "0.140123" "75.7528" "0.108218" "0" "0" "4.07098" "0.00581568" "0" "0" "12405" "2051" "10269" "10289" "10103" "627197" "13237"
"82" "1" "440" "105.738" "0.240313" "0" "0" "0" "0" "192.3" "0.437045" "8.47027" "0.0192506" "7.67552" "0.0174444" "2903" "11133" "163420" "25718" "162591" "710347" "152999"
"83" "1" "761" "0" "0" "0" "0" "0" "0" "276.6" "0.363469" "3.91777" "0.00514818" "29.7906" "0.0391467" "30445" "5268" "26773" "25307" "449186" "152164" "597684"
"84" "1" "449" "0" "0" "118.892" "0.264794" "9.94734" "0.0221544" "26" "0.0579065" "3.40708" "0.00758814" "0" "0" "38160" "12965" "21865" "73185" "349581" "142851" "301711"
"85" "1" "791" "304.342" "0.384756" "73.7619" "0.0932514" "72.724" "0.0919393" "707.2" "0.894058" "9.77619" "0.0123593" "7.67552" "0.00970357" "10009" "3262" "32351" "2814" "32093" "147570" "186186"
"86" "1" "1059" "78.7016" "0.0743169" "99.5398" "0.0939941" "68.3063" "0.0645008" "152" "0.143532" "5.42067" "0.00511867" "45.0937" "0.0425814" "45994" "343" "4884" "3889" "6285" "714040" "10485"
"87" "1" "456" "0" "0" "184.286" "0.404135" "94.1171" "0.206397" "0" "0" "3.90318" "0.0085596" "7.67552" "0.0168323" "3615" "14621" "70011" "69888" "199318" "1098814" "236208"
"88" "1" "650" "319.973" "0.492266" "291.969" "0.449183" "110.951" "0.170694" "528.2" "0.812615" "9.68864" "0.0149056" "19.3807" "0.0298165" "27234" "1717" "604186" "174893" "733493" "934143" "770383"
"89" "1" "481" "105.738" "0.219829" "118.892" "0.247178" "0" "0" "0" "0" "3.34141" "0.00694681" "6.71608" "0.0139627" "13837" "1055" "636095" "206802" "765402" "902403" "802292"
"90" "1" "707" "151.836" "0.214762" "133.754" "0.189185" "0" "0" "324.7" "0.459264" "3.77915" "0.00534533" "7.72349" "0.0109243" "11289" "8948" "562214" "194865" "1027495" "640084" "1064385"
"91" "1" "549" "0" "0" "62.2353" "0.113361" "22.2936" "0.0406077" "8.1" "0.0147541" "4.12205" "0.00750828" "0" "0" "0" "1" "13829" "14339" "551308" "63344" "563398"
"92" "1" "691" "0" "0" "7.92616" "0.0114706" "255.218" "0.369346" "382.9" "0.554124" "4.27526" "0.00618707" "6.04447" "0.00874743" "0" "25502" "203525" "45773" "1028099" "1526030" "1003682"
"93" "1" "330" "0" "0" "110.971" "0.336276" "167.56" "0.507758" "0" "0" "4.94646" "0.0149893" "5.27692" "0.0159907" "13428" "15965" "187519" "51767" "1044466" "1542397" "1020049"
"94" "1" "966" "0" "0" "200.136" "0.20718" "0" "0" "270.6" "0.280124" "9.5719" "0.0099088" "0" "0" "0" "3057" "386520" "77999" "1641617" "1764707" "1821737"
"95" "1" "803" "105.738" "0.131679" "118.892" "0.14806" "0" "0" "261" "0.384956" "4.3774" "0.00545131" "0" "0" "310" "21" "252723" "238190" "1246853" "1369943" "2216664"
"96" "1" "316" "105.738" "0.334614" "118.892" "0.376242" "6.92685" "0.0219204" "0" "0" "4.61815" "0.0146144" "0" "0" "3942" "1493" "147922" "147990" "1142052" "1265142" "2321952"
"97" "1" "456" "0" "0" "106.012" "0.232483" "6.88662" "0.0151022" "83" "0.182018" "4.30445" "0.00943957" "0" "0" "31143" "7545" "58957" "59025" "1053087" "1176177" "2410777"
"98" "1" "396" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "21284" "45247" "149385" "102405" "156909" "44873" "293827"
"99" "1" "755" "1047.16" "1.38697" "446.225" "0.591026" "161.446" "0.213835" "261.4" "0.346225" "125.194" "0.165819" "86.3496" "0.11437" "3833" "2282" "17453" "0" "16086" "70622" "3617"
"100" "1" "498" "0" "0" "120.874" "0.242719" "0" "0" "985.9" "1.97972" "2.1887" "0.00439497" "15.3511" "0.0308254" "0" "2502" "17355" "17335" "17111" "18242" "26689"
"101" "1" "704" "681.316" "0.967778" "135.69" "0.192741" "76.0612" "0.108042" "558.1" "0.792756" "1.54668" "0.00219699" "6.71608" "0.00953989" "11648" "21869" "117659" "116553" "116049" "414398" "48357"
"102" "1" "831" "244.825" "0.294615" "368.28" "0.443177" "26.7838" "0.0322308" "0" "0" "14.781" "0.017787" "37.2263" "0.044797" "414" "755" "33720" "16066" "202267" "13129" "169281"
"103" "1" "624" "0" "0" "228.879" "0.366793" "0" "0" "233.8" "0.432963" "3.62594" "0.00581081" "6.09244" "0.00976353" "0" "1222" "95638" "29157" "140556" "2538" "199913"
"104" "1" "576" "368.767" "0.64022" "272.36" "0.472848" "738.997" "1.28298" "475.5" "0.825521" "10.8924" "0.0189105" "36.3148" "0.0630466" "65104" "1066" "4154" "4174" "2392" "99396" "1270"
"105" "1" "1320" "422.953" "0.320419" "511.743" "0.387684" "221.897" "0.168104" "199.6" "0.151212" "9.15605" "0.0069364" "1.43916" "0.00109027" "9209" "8275" "152432" "65196" "469002" "289125" "437707"
"106" "1" "714" "0" "0" "292.007" "0.408973" "0" "0" "0" "0" "10.9581" "0.0153475" "0" "0" "17083" "605" "229923" "85724" "408911" "246114" "418367"
"107" "1" "470" "0" "0" "0" "0" "0" "0" "20.3" "0.0431915" "3.16632" "0.00673685" "11.4173" "0.0242922" "18548" "492" "228479" "84280" "407467" "244670" "416923"
"108" "1" "411" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "309074" "105015" "165867" "105107" "227842" "1001752" "873185"
"109" "1" "2377" "105.738" "0.0444838" "0" "0" "110.951" "0.0466769" "3542.9" "2.78749" "10.6517" "0.00448114" "49.8909" "0.020989" "310915" "106856" "167708" "106948" "229683" "1003593" "875026"
"110" "1" "798" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "326857" "122798" "183650" "122890" "245625" "1019535" "890968"
"111" "1" "575" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "329799" "125740" "186592" "125832" "248567" "1022477" "893910"
"112" "1" "1175" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "331643" "127584" "188436" "127676" "250411" "1024321" "895754"
"113" "1" "763" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1.91888" "0.00251491" "335488" "131429" "192281" "131521" "254256" "1028166" "899599"
"114" "1" "748" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "363243" "159184" "220036" "159276" "282011" "1055921" "927354"
"115" "1" "544" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "365250" "161191" "222043" "161283" "284018" "1057928" "929361"
"116" "1" "751" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "386277" "182218" "243070" "182310" "305045" "1078955" "950388"
"117" "1" "1593" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "393184" "189125" "249977" "189217" "311952" "1085862" "957295"
"118" "1" "688" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "395344" "191285" "252137" "191377" "314112" "1088022" "959455"
"119" "1" "512" "0" "0" "0" "0" "0" "0" "0" "0" "0.102139" "0.00019949" "0" "0" "399223" "195164" "256016" "195256" "317991" "1091901" "963334"
"120" "1" "1135" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "6.71608" "0.00591725" "404671" "200612" "261464" "200704" "323439" "1097349" "968782"
"121" "1" "687" "0" "0" "0" "0" "0" "0" "9" "0.130435" "0" "0" "0" "0" "163913" "10894" "1192851" "53340" "1192624" "2488314" "1463318"
"122" "1" "1709" "0" "0" "0" "0" "0" "0" "141.1" "0.307407" "4.3774" "0.00256138" "0" "0" "154936" "26956" "1175767" "36256" "1175540" "2471230" "1446234"
"123" "1" "715" "0" "0" "0" "0" "0" "0" "589.1" "2.59515" "1.16731" "0.0016326" "0" "0" "150736" "32150" "1171567" "32056" "1171340" "2467030" "1442034"
"124" "1" "1035" "0" "0" "0" "0" "0" "0" "499.1" "3.08086" "4.27526" "0.00413068" "6.71608" "0.00648897" "148803" "33763" "1169634" "30123" "1169407" "2465097" "1440101"
"125" "1" "714" "20.6847" "0.0289702" "0" "0" "0" "0" "491.3" "0.73991" "4.58168" "0.00641691" "21.1557" "0.0296298" "120203" "17827" "1141034" "1523" "1140807" "2436497" "1411501"
"126" "1" "512" "162.235" "0.316865" "76.5175" "0.149448" "94.7787" "0.185115" "894.3" "2.08949" "15.5252" "0.0303226" "13.3362" "0.0260473" "67922" "735" "1088753" "35263" "1088526" "2384216" "1359220"
"127" "1" "1106" "0" "0" "0" "0" "13.7732" "0.0124532" "1187.6" "2.49496" "20.8802" "0.018879" "26.2887" "0.0237691" "24176" "14646" "961195" "108679" "960968" "2256658" "1231662"
"128" "1" "1241" "0" "0" "0" "0" "0" "0" "147.7" "0.928931" "2.29084" "0.00184596" "0" "0" "42533" "2311" "942703" "90187" "942476" "2238166" "1213170"
"129" "1" "531" "0" "0" "0" "0" "0" "0" "131.6" "0.468327" "21.887" "0.0412184" "34.5398" "0.0650468" "51022" "10800" "934924" "82408" "934697" "2230387" "1205391"
"130" "1" "895" "0" "0" "0" "0" "0" "0" "499.9" "1.22225" "11.0238" "0.012317" "38.1378" "0.042612" "66791" "26569" "918791" "66275" "918564" "2214254" "1189258"
"131" "1" "878" "0" "0" "0" "0" "0" "0" "420.9" "1.85419" "4.55249" "0.00518507" "15.3511" "0.0174841" "70334" "30112" "915265" "62749" "915038" "2210728" "1185732"
"132" "1" "1149" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "82619" "42397" "902709" "50193" "902482" "2198172" "1173176"
"133" "1" "403" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "88624" "48402" "897450" "44934" "897223" "2192913" "1167917"
"134" "1" "616" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "89943" "49721" "895918" "43402" "895691" "2191381" "1166385"
"135" "1" "794" "0" "0" "0" "0" "0" "0" "0" "0" "11.819" "0.0148854" "21.1077" "0.026584" "114376" "74154" "871307" "18791" "871080" "2166770" "1141774"
"136" "1" "452" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "131912" "91690" "854113" "1597" "853886" "2149576" "1124580"
"137" "1" "601" "0" "0" "87.1878" "0.145071" "65.8055" "0.109493" "481.3" "5.34778" "1.02139" "0.00169949" "0" "0" "139849" "99627" "846027" "5740" "845800" "2141490" "1116494"
"138" "1" "1103" "0" "0" "0" "0" "0" "0" "188.6" "0.977202" "5.83654" "0.00529151" "0.287832" "0.000260954" "148713" "108491" "836661" "14604" "836434" "2132124" "1107128"
"139" "1" "457" "0" "0" "0" "0" "0" "0" "0" "0" "1.3424" "0.00293743" "6.71608" "0.014696" "150346" "110124" "835674" "16237" "835447" "2131137" "1106141"
"140" "1" "731" "0" "0" "0" "0" "0" "0" "438.8" "3.29925" "2.33461" "0.00319372" "0" "0" "152497" "112275" "833249" "18388" "833022" "2128712" "1103716"
"141" "1" "1144" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "154941" "114719" "830392" "20832" "830165" "2125855" "1100859"
"142" "1" "939" "0" "0" "0" "0" "0" "0" "74.4" "1.06286" "5.10696" "0.00543873" "12.4727" "0.013283" "161700" "121478" "823838" "27591" "823611" "2119301" "1094305"
"143" "1" "1166" "0" "0" "0" "0" "0" "0" "0" "0" "3.35601" "0.00287822" "0" "0" "163333" "123111" "821978" "29224" "821751" "2117441" "1092445"
"144" "1" "944" "0" "0" "0" "0" "0" "0" "0" "0" "1.16731" "0.00123655" "0" "0" "169477" "129255" "816056" "26056" "815829" "2111519" "1086523"
